features,n_groups,n_feats,min_ev,max_odds,n_bets,win_rate,flat_roi,kelly_roi,bankroll
form_basic+form_adv+xg+market_ext,4,48,0.03,2.2,349,51.3,-4.25,-6.64,933.6
form_basic+form_adv+xg+rest,4,49,0.12,3.0,554,41.7,-4.25,-8.5,915.04
form_basic+form_adv,2,32,0.05,3.0,813,42.1,-4.27,-7.79,922.15
form_basic+xg+elo+standings,4,44,0.1,2.2,196,50.5,-4.28,-5.7,943.0
form_basic+elo+market_ext,3,24,0.2,3.0,325,40.0,-4.29,-10.0,900.04
form_basic+xg+elo+standings,4,44,0.08,2.2,233,50.6,-4.29,-5.67,943.26
form_basic+form_adv+market_ext,3,34,0.2,3.0,380,38.9,-4.29,-6.46,935.39
form_basic+xg+standings+rest,4,42,0.05,2.2,274,50.7,-4.3,-6.89,931.05
form_basic+elo+standings+market_ext,4,32,0.05,2.2,251,50.2,-4.31,-5.04,949.56
xg,1,17,0.08,2.2,255,50.6,-4.32,-7.31,926.85
form_basic+xg+standings+rest+market_ext,5,44,0.08,2.2,265,50.9,-4.33,-5.98,940.17
form_basic+form_adv+rest+market_ext,4,37,0.1,3.0,617,41.2,-4.34,-6.74,932.58
form_adv+xg+market_ext,3,34,0.05,99.0,1796,31.7,-4.34,-5.4,945.96
rest,1,6,0.05,3.0,784,41.6,-4.34,-5.79,942.15
form_basic+xg+elo+rest+market_ext,5,41,0.2,3.0,351,39.6,-4.35,-9.6,903.97
form_adv+xg+elo+standings,4,45,0.05,99.0,1925,29.9,-4.36,-4.06,959.38
form_basic+form_adv+xg,3,46,0.2,3.0,353,39.9,-4.38,-9.31,906.93
form_basic+standings+market_ext,3,27,0.03,2.2,302,51.3,-4.38,-6.61,933.94
elo+rest,2,11,0.05,2.2,273,50.9,-4.38,-2.32,976.8
form_basic+form_adv,2,32,0.15,2.2,110,49.1,-4.4,-6.55,934.49
form_basic+form_adv+xg+rest,4,49,0.1,2.2,200,51.5,-4.4,-8.88,911.24
form_adv+xg+rest+market_ext,4,37,0.12,3.0,591,41.6,-4.41,-9.89,901.06
form_basic+xg+elo,3,36,0.15,2.2,117,49.6,-4.44,-6.67,933.27
market_ext,1,5,0.12,2.2,128,49.2,-4.47,-5.39,946.1
form_basic+form_adv+xg+rest,4,49,0.1,3.0,614,42.0,-4.48,-9.06,909.37
standings+rest,2,14,0.2,2.2,66,50.0,-4.49,-5.83,941.65
form_basic+form_adv+xg+rest+market_ext,5,51,0.08,2.2,248,51.2,-4.5,-5.99,940.07
form_basic+xg+elo+rest,4,39,0.05,2.2,256,51.2,-4.5,-6.08,939.21
form_adv+xg+market_ext,3,34,0.15,2.2,147,51.0,-4.51,-9.05,909.5
form_basic+xg+standings+rest+market_ext,5,44,0.03,2.2,360,51.4,-4.51,-5.66,943.36
form_basic+form_adv+xg+standings+rest,5,57,0.05,2.2,314,51.6,-4.51,-8.74,912.6
elo,1,8,0.1,2.2,193,50.3,-4.52,-5.13,948.68
form_basic+elo+rest,3,25,0.03,3.0,805,42.6,-4.53,-7.25,927.49
form_basic+form_adv+xg+elo+standings,5,59,0.03,2.2,331,51.1,-4.53,-3.52,964.79
form_basic+elo+standings,3,30,0.08,2.2,198,50.0,-4.53,-7.01,929.86
form_basic+xg+elo+standings+market_ext,5,46,0.1,2.2,204,50.5,-4.55,-6.01,939.86
rest,1,6,0.15,3.0,420,40.5,-4.55,-5.7,943.04
form_basic+form_adv,2,32,0.08,2.5,417,45.6,-4.56,-8.06,919.43
form_basic+rest+market_ext,3,22,0.12,2.5,317,45.7,-4.56,-8.05,919.54
xg+standings,2,25,0.15,2.5,273,44.7,-4.56,-8.01,919.93
form_adv+xg+rest+market_ext,4,37,0.08,3.0,745,42.4,-4.57,-9.37,906.25
market_ext,1,5,0.15,3.0,424,40.1,-4.57,-6.86,931.44
form_adv+xg+standings+market_ext,4,42,0.15,2.2,153,51.0,-4.57,-6.29,937.13
form_basic+form_adv+rest+market_ext,4,37,0.08,3.0,682,41.5,-4.57,-6.66,933.45
form_adv+xg+standings,3,40,0.12,99.0,1550,28.6,-4.59,-5.93,940.71
form_adv+rest,2,21,0.08,2.2,214,50.9,-4.59,-3.63,963.69
form_basic+form_adv+rest+market_ext,4,37,0.12,3.0,552,40.8,-4.59,-6.6,933.98
form_basic+form_adv+rest,3,35,0.08,2.5,419,45.8,-4.6,-6.03,939.74
form_basic+xg+elo+rest,4,39,0.12,3.0,547,41.1,-4.61,-8.4,916.04
form_basic,1,17,0.08,3.0,683,41.7,-4.61,-12.54,874.6
form_basic+form_adv+xg+rest,4,49,0.2,3.0,349,39.8,-4.61,-10.94,890.59
xg+standings,2,25,0.15,3.0,501,40.3,-4.63,-11.1,889.02
form_basic+xg+standings+rest+market_ext,5,44,0.1,2.2,224,50.4,-4.63,-6.15,938.46
xg+elo+standings+market_ext,4,32,0.1,2.2,196,50.0,-4.63,-7.98,920.15
form_basic+xg,2,31,0.08,99.0,1653,29.8,-4.64,-7.15,928.51
form_basic+form_adv+standings,3,40,0.08,2.2,233,50.2,-4.64,-7.15,928.55
form_basic+form_adv+xg+elo+rest,5,54,0.2,3.0,326,40.8,-4.66,-9.32,906.78
elo+rest,2,11,0.03,2.2,308,51.0,-4.66,-2.54,974.58
form_basic+xg+market_ext,3,33,0.2,2.2,97,49.5,-4.66,-6.26,937.41
form_basic+standings+rest,3,28,0.12,2.5,298,45.3,-4.67,-9.44,905.57
form_adv+xg+rest+market_ext,4,37,0.1,3.0,671,42.0,-4.67,-9.16,908.36
xg+standings+rest+market_ext,4,30,0.03,99.0,2110,30.8,-4.68,-9.06,909.43
rest,1,6,0.08,3.0,656,41.2,-4.68,-6.14,938.57
xg+standings+rest+market_ext,4,30,0.08,99.0,1800,30.1,-4.69,-7.96,920.42
form_adv+xg+rest,3,35,0.05,2.2,312,51.6,-4.7,-5.27,947.26
xg+standings+market_ext,3,27,0.05,2.2,316,51.3,-4.71,-8.36,916.38
form_basic+form_adv,2,32,0.12,3.0,558,40.5,-4.73,-8.25,917.46
form_basic+form_adv+xg+elo+standings+rest+market_ext,7,64,0.1,2.2,198,50.5,-4.73,-7.21,927.93
form_adv+market_ext,2,20,0.08,2.2,192,50.5,-4.73,-3.11,968.94
form_basic+form_adv,2,32,0.15,2.5,244,44.3,-4.73,-7.86,921.42
form_basic+xg+elo+market_ext,4,38,0.05,2.2,246,50.4,-4.75,-7.3,926.97
form_basic+elo+standings,3,30,0.05,2.2,250,50.0,-4.76,-7.05,929.5
elo,1,8,0.03,2.2,316,50.6,-4.76,-5.15,948.53
xg+standings+rest+market_ext,4,30,0.03,2.2,361,51.2,-4.76,-5.55,944.51
form_basic,1,17,0.12,2.5,311,44.7,-4.77,-10.38,896.22
form_basic+elo+market_ext,3,24,0.08,2.2,214,50.0,-4.77,-4.22,957.83
form_basic+elo+rest+market_ext,4,27,0.12,2.2,138,50.0,-4.78,-4.75,952.52
form_basic+standings+market_ext,3,27,0.1,3.0,603,41.1,-4.78,-10.83,891.75
form_adv+xg+standings+rest+market_ext,5,45,0.15,2.2,176,50.6,-4.79,-7.1,928.96
form_basic+form_adv+rest+market_ext,4,37,0.08,2.2,223,50.2,-4.8,-6.03,939.74
form_basic+xg+elo+rest,4,39,0.15,3.0,455,40.7,-4.8,-8.2,918.02
form_basic+form_adv+market_ext,3,34,0.2,2.5,175,43.4,-4.8,-5.99,940.08
form_basic+form_adv+elo+standings,4,45,0.05,99.0,1944,29.1,-4.81,-7.28,927.19
form_basic+xg+elo+standings+rest,5,47,0.2,2.2,83,49.4,-4.81,-7.05,929.49
market_ext,1,5,0.2,3.0,324,39.2,-4.82,-7.5,925.05
form_basic+elo,2,22,0.05,3.0,736,41.8,-4.82,-12.3,876.96
xg+elo+standings+rest+market_ext,5,35,0.05,99.0,1916,29.9,-4.82,-11.51,884.91
form_basic+xg,2,31,0.05,99.0,1876,30.7,-4.83,-6.93,930.75
xg+standings,2,25,0.1,2.2,209,50.7,-4.83,-7.88,921.17
form_basic+xg+standings+market_ext,4,41,0.03,2.2,333,51.4,-4.83,-6.67,933.25
elo+standings+rest+market_ext,4,21,0.15,2.2,97,49.5,-4.83,-7.4,926.01
form_basic+xg+elo+rest+market_ext,5,41,0.08,2.2,226,50.4,-4.85,-6.05,939.5
form_adv+standings+market_ext,3,28,0.2,2.2,65,49.2,-4.85,-6.7,933.04
form_basic+elo,2,22,0.03,3.0,824,42.2,-4.86,-12.05,879.48
form_basic+rest,2,20,0.12,2.5,301,45.2,-4.87,-6.75,932.51
form_basic+xg+standings+rest,4,42,0.08,2.2,230,50.4,-4.88,-6.8,931.98
form_basic,1,17,0.15,3.0,448,40.2,-4.89,-10.72,892.79
form_basic+xg+elo+rest+market_ext,5,41,0.12,2.2,154,50.0,-4.9,-7.78,922.17
form_basic+standings,2,25,0.2,2.2,57,49.1,-4.9,-5.97,940.35
form_basic+standings+market_ext,3,27,0.12,2.5,288,44.8,-4.93,-8.5,915.02
form_basic+form_adv+elo+standings+market_ext,5,47,0.1,99.0,1699,28.4,-4.93,-4.85,951.51
form_basic+xg+elo+standings+rest+market_ext,6,49,0.1,2.2,188,50.0,-4.96,-8.14,918.58
form_basic+elo+standings+rest,4,33,0.15,3.0,410,40.0,-4.97,-12.51,874.9
xg+elo+standings+market_ext,4,32,0.15,2.2,136,49.3,-4.97,-8.31,916.86
form_basic+xg+standings+rest,4,42,0.2,3.0,337,40.1,-4.98,-8.98,910.2
form_basic+xg+standings+market_ext,4,41,0.15,2.2,143,50.3,-4.98,-5.8,942.04
xg,1,17,0.1,2.2,214,50.0,-4.99,-8.32,916.81
form_basic+elo,2,22,0.1,2.2,172,50.0,-4.99,-5.41,945.95
form_basic+form_adv+xg+elo+rest,5,54,0.05,2.2,270,51.1,-5.0,-5.76,942.44
form_basic+standings+rest,3,28,0.08,2.5,397,45.6,-5.0,-9.08,909.24
form_basic+xg+rest+market_ext,4,36,0.2,2.2,96,50.0,-5.01,-6.46,935.43
form_basic+form_adv+market_ext,3,34,0.15,2.5,264,44.3,-5.01,-7.09,929.07
form_adv+xg+standings,3,40,0.08,2.2,236,51.3,-5.03,-6.64,933.55
form_basic+xg+rest+market_ext,4,36,0.2,3.0,363,40.5,-5.03,-9.01,909.92
form_adv+xg+rest+market_ext,4,37,0.2,2.2,99,50.5,-5.03,-8.23,917.69
form_adv+xg+rest,3,35,0.03,2.2,353,51.3,-5.04,-5.72,942.76
form_basic+elo+standings+market_ext,4,32,0.1,2.2,182,49.5,-5.04,-5.75,942.51
market_ext,1,5,0.1,3.0,574,40.2,-5.05,-6.44,935.6
form_adv+elo+standings+market_ext,4,33,0.03,99.0,2066,29.0,-5.06,-4.35,956.48
form_basic+form_adv+xg+rest+market_ext,5,51,0.05,2.2,314,51.0,-5.07,-6.31,936.94
xg+elo+standings+rest+market_ext,5,35,0.03,99.0,2024,30.3,-5.07,-11.38,886.2
elo+standings+market_ext,3,18,0.1,2.2,146,50.0,-5.07,-5.0,950.03
form_basic+xg+standings,3,39,0.08,2.2,243,50.6,-5.07,-7.78,922.24
form_basic+elo+rest+market_ext,4,27,0.05,2.2,255,50.2,-5.07,-5.48,945.23
form_basic+elo,2,22,0.05,2.2,255,50.2,-5.08,-5.27,947.3
form_basic+xg+elo+standings+rest,5,47,0.05,2.2,283,50.5,-5.09,-6.89,931.05
form_basic+xg+elo+standings+market_ext,5,46,0.2,2.2,80,48.8,-5.1,-7.83,921.69
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.15,2.2,129,50.4,-5.1,-7.32,926.81
form_basic+standings+market_ext,3,27,0.08,2.5,390,45.4,-5.1,-8.16,918.38
form_basic+form_adv+standings,3,40,0.03,99.0,2067,29.9,-5.12,-6.77,932.28
form_basic+form_adv+elo+standings+market_ext,5,47,0.08,99.0,1810,28.9,-5.13,-5.05,949.49
form_basic+form_adv+xg+elo+standings+rest+market_ext,7,64,0.05,2.2,280,50.7,-5.13,-5.8,942.01
xg+elo+standings+rest+market_ext,5,35,0.12,99.0,1548,28.5,-5.13,-11.04,889.56
xg+elo+standings,3,30,0.12,99.0,1545,28.6,-5.13,-11.66,883.37
form_basic+form_adv+elo,3,37,0.1,2.2,162,49.4,-5.14,-3.88,961.23
form_basic+xg+standings,3,39,0.2,2.2,94,48.9,-5.14,-7.33,926.72
xg+standings,2,25,0.05,2.2,297,50.8,-5.15,-7.75,922.53
form_adv+xg+standings+rest+market_ext,5,45,0.2,2.2,118,49.2,-5.16,-7.11,928.93
form_basic+form_adv+rest+market_ext,4,37,0.05,2.2,283,50.5,-5.16,-5.71,942.91
form_basic+form_adv+elo+standings+market_ext,5,47,0.05,99.0,1975,29.5,-5.17,-4.96,950.36
rest,1,6,0.1,3.0,574,40.8,-5.17,-6.28,937.23
form_adv+xg+standings+rest,4,43,0.15,2.2,151,50.3,-5.18,-7.53,924.66
market_only,0,3,0.2,2.5,147,43.5,-5.19,-8.05,919.45
form_basic+form_adv+xg+rest,4,49,0.12,2.2,166,51.2,-5.2,-9.33,906.71
xg+standings+market_ext,3,27,0.03,99.0,2084,31.2,-5.2,-12.61,873.91
xg+standings+rest+market_ext,4,30,0.05,2.2,322,50.9,-5.2,-5.67,943.25
form_adv+xg,2,32,0.03,99.0,1980,31.7,-5.22,-7.25,927.54
form_basic+rest,2,20,0.15,2.2,116,49.1,-5.22,-7.83,921.69
market_ext,1,5,0.2,2.5,143,44.1,-5.22,-7.89,921.11
form_basic+form_adv+xg+standings+market_ext,5,56,0.03,99.0,2110,30.2,-5.22,-10.56,894.45
form_adv+xg+standings,3,40,0.15,99.0,1399,27.9,-5.23,-5.64,943.6
form_basic,1,17,0.1,3.0,608,41.0,-5.27,-13.77,862.33
form_basic+form_adv,2,32,0.05,2.5,513,45.6,-5.27,-7.99,920.1
form_basic+form_adv+market_ext,3,34,0.05,2.5,518,45.9,-5.27,-7.75,922.51
form_basic+rest+market_ext,3,22,0.08,2.2,226,50.0,-5.28,-7.13,928.66
form_basic+rest+market_ext,3,22,0.05,3.0,787,42.2,-5.29,-11.34,886.6
form_basic+xg+elo+standings+rest+market_ext,6,49,0.05,99.0,1952,29.2,-5.29,-12.36,876.45
form_basic+form_adv+standings,3,40,0.15,2.5,257,44.4,-5.31,-8.38,916.24
form_basic+form_adv+standings+rest+market_ext,5,45,0.05,2.2,269,50.2,-5.31,-9.24,907.63
form_basic+xg,2,31,0.15,2.2,124,50.0,-5.32,-6.88,931.24
form_basic+xg,2,31,0.1,99.0,1534,29.1,-5.32,-8.08,919.19
form_adv+elo+standings,3,31,0.08,99.0,1826,27.6,-5.32,-6.2,938.01
form_basic+form_adv+xg+standings,4,54,0.08,2.2,274,50.7,-5.32,-7.73,922.72
xg+elo+standings+market_ext,4,32,0.2,99.0,1239,26.2,-5.34,-9.72,902.8
form_basic+elo+standings+market_ext,4,32,0.12,3.0,519,40.3,-5.35,-10.89,891.15
form_adv,1,18,0.05,99.0,1916,29.7,-5.35,-2.32,976.8
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.08,3.0,711,41.9,-5.35,-11.76,882.43
xg+elo,2,22,0.2,3.0,351,41.0,-5.36,-9.69,903.08
form_basic+form_adv+standings,3,40,0.1,2.2,201,49.8,-5.36,-7.49,925.08
form_adv+xg+rest+market_ext,4,37,0.05,2.2,322,50.9,-5.37,-9.25,907.53
form_basic+form_adv+xg+elo+standings,5,59,0.1,2.2,191,50.3,-5.38,-5.87,941.35
form_adv+elo+standings+market_ext,4,33,0.05,99.0,1949,28.6,-5.4,-4.17,958.27
form_adv+rest+market_ext,3,23,0.12,99.0,1443,28.3,-5.4,-1.49,985.06
xg+market_ext,2,19,0.1,2.2,224,50.4,-5.4,-7.83,921.72
standings+rest,2,14,0.05,2.2,222,50.5,-5.42,-4.31,956.88
form_basic+xg+elo,3,36,0.2,2.5,172,44.2,-5.45,-9.41,905.87
xg+elo+standings+market_ext,4,32,0.12,99.0,1569,28.0,-5.45,-11.94,880.59
form_adv+xg+elo+standings+market_ext,5,47,0.08,99.0,1787,28.9,-5.45,-6.83,931.7
xg+elo+standings+market_ext,4,32,0.03,99.0,2081,30.1,-5.45,-10.75,892.55
form_basic+standings,2,25,0.15,2.2,95,49.5,-5.46,-6.68,933.21
form_basic+standings,2,25,0.12,3.0,496,39.7,-5.46,-12.74,872.59
form_adv+rest+market_ext,3,23,0.15,99.0,1291,27.7,-5.47,-1.52,984.77
form_basic+form_adv+standings,3,40,0.05,99.0,1955,29.3,-5.48,-7.09,929.08
xg+standings+rest+market_ext,4,30,0.05,99.0,1986,30.3,-5.48,-9.05,909.48
form_basic+market_ext,2,19,0.08,3.0,690,41.2,-5.49,-13.15,868.52
form_adv+rest+market_ext,3,23,0.03,2.2,316,50.9,-5.49,-3.57,964.25
form_basic+form_adv,2,32,0.03,3.0,894,41.9,-5.5,-8.14,918.55
form_basic+standings+market_ext,3,27,0.08,3.0,670,40.9,-5.51,-12.55,874.48
form_basic+form_adv+standings,3,40,0.15,3.0,464,40.1,-5.52,-8.73,912.72
form_basic+form_adv+rest+market_ext,4,37,0.03,2.2,338,50.3,-5.52,-6.02,939.76
form_adv+rest+market_ext,3,23,0.03,99.0,2033,29.9,-5.53,-1.75,982.53
form_basic+form_adv+xg+rest+market_ext,5,51,0.1,2.2,209,50.7,-5.54,-7.42,925.75
form_basic+form_adv+rest,3,35,0.03,2.2,337,50.4,-5.55,-7.55,924.53
form_basic+xg+elo,3,36,0.12,2.2,161,49.7,-5.55,-7.51,924.85
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.1,99.0,1628,28.2,-5.55,-8.26,917.44
form_adv+xg+standings,3,40,0.1,2.2,207,51.2,-5.56,-6.59,934.06
xg+elo+standings+rest+market_ext,5,35,0.08,99.0,1774,29.3,-5.56,-12.08,879.22
form_basic+form_adv+standings+rest+market_ext,5,45,0.1,2.5,361,44.9,-5.57,-7.85,921.48
form_basic+elo,2,22,0.12,3.0,516,40.5,-5.58,-14.11,858.94
form_basic+elo,2,22,0.15,3.0,439,40.1,-5.58,-12.92,870.8
standings,1,11,0.1,2.2,118,50.0,-5.58,-6.94,930.62
xg+standings+rest+market_ext,4,30,0.1,99.0,1690,29.5,-5.58,-8.62,913.84
form_basic+rest+market_ext,3,22,0.03,2.2,338,50.6,-5.58,-6.54,934.57
form_adv+market_ext,2,20,0.2,99.0,1045,25.5,-5.58,-2.96,970.43
xg+elo+standings+market_ext,4,32,0.05,99.0,1962,29.8,-5.59,-11.11,888.87
form_basic,1,17,0.12,3.0,537,40.4,-5.59,-13.75,862.5
xg+standings+market_ext,3,27,0.2,2.2,88,48.9,-5.59,-8.5,914.99
form_basic+form_adv+xg+standings+market_ext,5,56,0.08,99.0,1818,28.9,-5.6,-11.16,888.38
form_basic+standings+rest+market_ext,4,30,0.03,3.0,837,41.8,-5.6,-15.1,848.97
form_basic+form_adv+xg+standings,4,54,0.15,2.2,138,49.3,-5.61,-7.42,925.76
form_basic+standings+rest+market_ext,4,30,0.03,2.2,300,50.3,-5.61,-6.45,935.48
form_basic+standings+rest+market_ext,4,30,0.15,2.5,235,43.8,-5.61,-10.22,897.81
form_basic+form_adv+market_ext,3,34,0.12,2.2,161,49.1,-5.63,-6.86,931.43
form_basic+elo+standings+market_ext,4,32,0.08,2.2,203,49.3,-5.63,-5.68,943.25
form_basic+elo+rest+market_ext,4,27,0.1,2.2,161,49.7,-5.64,-5.75,942.5
form_basic+xg+elo+standings+rest+market_ext,6,49,0.12,2.2,164,49.4,-5.65,-8.67,913.3
form_basic+form_adv+standings+rest,4,43,0.08,3.0,677,41.2,-5.65,-9.11,908.87
xg+standings+market_ext,3,27,0.12,2.2,188,50.0,-5.65,-8.1,919.01
form_basic+form_adv+xg+elo+rest,5,54,0.2,2.2,91,49.5,-5.65,-8.5,915.01
form_basic+xg+elo+standings+market_ext,5,46,0.08,99.0,1769,29.1,-5.65,-9.51,904.94
form_basic+form_adv+rest,3,35,0.15,2.5,251,44.2,-5.66,-7.86,921.42
form_basic+xg+standings+market_ext,4,41,0.1,99.0,1647,28.2,-5.66,-11.88,881.22
form_basic+elo+rest,3,25,0.15,3.0,419,40.3,-5.67,-8.19,918.07
standings+rest+market_ext,3,16,0.1,2.2,139,50.4,-5.68,-5.96,940.42
xg+elo+standings+rest+market_ext,5,35,0.1,99.0,1650,28.5,-5.69,-11.92,880.82
form_basic+form_adv+market_ext,3,34,0.05,3.0,826,41.6,-5.69,-9.02,909.85
xg+standings+market_ext,3,27,0.15,2.2,140,49.3,-5.69,-8.54,914.55
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.05,2.2,323,50.8,-5.69,-8.54,914.58
form_basic+form_adv+elo+standings+market_ext,5,47,0.12,99.0,1586,27.4,-5.71,-4.9,950.98
form_adv+standings+rest,3,29,0.1,2.2,156,50.0,-5.71,-5.81,941.92
form_adv+rest+market_ext,3,23,0.05,99.0,1886,29.6,-5.71,-1.8,982.05
form_basic+form_adv+standings+rest,4,43,0.05,3.0,786,41.7,-5.71,-9.34,906.6
elo+rest+market_ext,3,13,0.03,2.2,276,50.0,-5.73,-0.84,991.58
form_basic+xg+standings+market_ext,4,41,0.03,99.0,2068,29.7,-5.73,-12.65,873.49
form_basic+xg+rest+market_ext,4,36,0.05,2.2,315,50.5,-5.73,-7.38,926.2
form_adv+elo,2,23,0.08,99.0,1788,27.6,-5.73,-5.51,944.88
form_adv+xg+elo+standings+rest+market_ext,6,50,0.12,2.2,180,50.0,-5.74,-7.59,924.15
form_adv+xg+rest+market_ext,4,37,0.2,3.0,381,40.4,-5.74,-9.2,908.03
form_basic+xg+elo+rest,4,39,0.2,3.0,325,39.4,-5.76,-11.07,889.26
rest,1,6,0.15,2.2,111,48.6,-5.76,-5.56,944.44
xg+rest,2,20,0.03,99.0,2022,30.7,-5.76,-11.3,887.03
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.12,3.0,575,41.4,-5.76,-11.63,883.74
form_adv+xg+elo+standings+market_ext,5,47,0.05,99.0,1948,29.3,-5.78,-7.33,926.65
form_basic+form_adv+xg+elo+standings+rest,6,62,0.03,2.2,324,50.9,-5.78,-4.69,953.06
form_basic+xg+standings+market_ext,4,41,0.05,99.0,1956,29.2,-5.78,-12.89,871.09
form_basic+xg+elo+standings+rest+market_ext,6,49,0.03,99.0,2065,29.3,-5.78,-12.37,876.34
form_basic+xg+rest+market_ext,4,36,0.12,2.2,187,50.3,-5.78,-6.9,931.03
form_basic+form_adv+elo+standings+market_ext,5,47,0.03,99.0,2086,29.8,-5.78,-5.08,949.18
form_basic+standings+rest+market_ext,4,30,0.05,3.0,767,41.5,-5.79,-15.11,848.93
form_basic+form_adv+xg+elo,4,51,0.03,99.0,2048,30.0,-5.8,-7.61,923.87
form_basic+form_adv+standings+rest,4,43,0.08,2.5,422,45.0,-5.8,-8.32,916.76
form_basic+elo+standings+rest+market_ext,5,35,0.2,3.0,339,39.5,-5.8,-13.44,865.62
form_basic+form_adv+xg+standings+market_ext,5,56,0.12,2.2,175,50.3,-5.81,-6.95,930.46
standings+market_ext,2,13,0.12,2.2,95,49.5,-5.81,-8.13,918.73
form_adv+rest,2,21,0.03,2.2,314,51.0,-5.82,-4.16,958.39
form_adv+xg+standings,3,40,0.2,99.0,1206,26.7,-5.82,-5.96,940.43
form_adv+elo,2,23,0.1,99.0,1673,27.0,-5.83,-6.21,937.91
form_basic+form_adv+standings+rest,4,43,0.1,3.0,615,40.7,-5.83,-9.33,906.67
form_basic+form_adv+market_ext,3,34,0.03,2.2,353,49.9,-5.83,-7.62,923.76
form_adv+xg+elo+rest,4,40,0.15,2.2,120,50.0,-5.84,-10.16,898.38
xg+market_ext,2,19,0.2,2.2,96,49.0,-5.84,-8.21,917.93
form_basic+xg+rest,3,34,0.08,2.2,221,50.2,-5.84,-8.11,918.87
form_basic+standings+rest,3,28,0.1,2.5,347,45.0,-5.84,-10.04,899.6
xg+rest,2,20,0.12,99.0,1440,28.9,-5.85,-11.19,888.13
xg+standings+market_ext,3,27,0.1,99.0,1656,29.0,-5.86,-13.9,861.01
xg+standings+market_ext,3,27,0.12,99.0,1558,28.6,-5.87,-13.58,864.22
form_basic+form_adv+standings+market_ext,4,42,0.12,2.2,149,49.0,-5.87,-7.97,920.3
form_basic+form_adv+xg+elo+standings+market_ext,6,61,0.15,99.0,1376,27.2,-5.88,-8.73,912.71
market_ext,1,5,0.03,2.2,241,49.4,-5.88,-8.22,917.8
form_basic+form_adv,2,32,0.2,2.5,161,42.9,-5.88,-8.0,919.99
form_basic+form_adv+market_ext,3,34,0.12,2.5,329,44.4,-5.89,-7.37,926.28
form_adv+xg+standings,3,40,0.03,99.0,2078,30.3,-5.89,-6.04,939.61
form_adv+elo,2,23,0.12,99.0,1548,26.4,-5.92,-6.78,932.19
form_basic+xg+elo+standings+rest,5,47,0.08,2.2,227,49.8,-5.92,-7.71,922.85
rest+market_ext,2,8,0.2,3.0,293,39.6,-5.93,-7.25,927.49
form_basic+form_adv+standings,3,40,0.08,99.0,1808,28.4,-5.94,-6.81,931.92
form_basic+form_adv+standings+rest+market_ext,5,45,0.08,2.5,409,44.7,-5.95,-8.26,917.38
form_adv+elo+standings,3,31,0.03,99.0,2088,28.4,-5.95,-6.16,938.39
form_basic+form_adv+elo+standings+market_ext,5,47,0.15,99.0,1460,26.6,-5.95,-5.31,946.89
form_basic+form_adv+standings+market_ext,4,42,0.03,99.0,2080,29.1,-5.96,-7.37,926.32
form_basic+xg,2,31,0.03,99.0,2027,30.9,-5.97,-7.42,925.76
form_basic+xg+rest,3,34,0.2,2.2,81,49.4,-5.98,-7.7,922.96
form_basic+standings+rest+market_ext,4,30,0.05,2.2,264,50.0,-5.99,-6.67,933.32
form_adv+xg+standings+rest,4,43,0.03,99.0,2115,30.6,-6.0,-9.22,907.8
form_basic+form_adv+elo+standings,4,45,0.08,99.0,1788,28.1,-6.01,-8.32,916.85
xg+market_ext,2,19,0.12,99.0,1414,29.1,-6.02,-8.5,914.95
form_basic+form_adv+xg+rest+market_ext,5,51,0.15,2.2,137,50.4,-6.02,-10.28,897.2
form_basic+xg+standings+market_ext,4,41,0.08,99.0,1782,28.6,-6.03,-12.72,872.83
xg+rest+market_ext,3,22,0.15,2.2,138,49.3,-6.03,-7.8,922.04
form_basic+form_adv+xg+elo+standings+rest+market_ext,7,64,0.2,2.2,94,48.9,-6.03,-7.84,921.55
form_adv+xg+standings+rest,4,43,0.08,2.2,254,50.4,-6.04,-8.12,918.78
xg+elo+standings,3,30,0.15,99.0,1393,27.7,-6.05,-12.12,878.78
form_basic+xg+standings+market_ext,4,41,0.15,99.0,1379,27.0,-6.05,-14.59,854.08
form_basic+form_adv,2,32,0.03,2.5,577,45.6,-6.05,-8.32,916.76
form_basic+xg+standings+market_ext,4,41,0.05,2.2,293,50.5,-6.06,-7.19,928.14
xg+elo+standings+market_ext,4,32,0.15,99.0,1442,27.3,-6.08,-11.13,888.69
form_adv+xg+elo+standings+market_ext,5,47,0.03,99.0,2072,29.7,-6.08,-7.26,927.39
form_adv+rest+market_ext,3,23,0.08,99.0,1693,28.7,-6.08,-1.86,981.37
xg+rest,2,20,0.1,99.0,1540,29.4,-6.08,-11.34,886.64
form_basic+xg+market_ext,3,33,0.03,99.0,1988,31.3,-6.09,-6.46,935.44
form_basic+elo+standings,3,30,0.2,3.0,319,39.5,-6.09,-12.98,870.17
xg+standings+rest,3,28,0.05,2.2,294,50.0,-6.1,-8.71,912.92
form_basic+xg+elo+market_ext,4,38,0.15,2.2,111,48.6,-6.11,-8.4,915.96
form_basic+xg+standings+market_ext,4,41,0.1,2.2,205,50.2,-6.11,-6.23,937.71
form_basic+form_adv+elo+standings,4,45,0.03,99.0,2079,29.3,-6.12,-7.4,926.04
